,MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,41513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41517,0.051705304,0.051705304,0.051705304,0.051705304,0.051705304,0.064132548,0.064132548,0.064132548,0.064132548,0.064132548,0.051705304,0.051705304,0.051705304,0.064132548,0.064132548,0.064132548,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41518,2.38402082,2.38402082,2.38402082,2.38402082,2.38402082,2.327337808,2.327337808,2.327337808,2.327337808,2.327337808,2.38402082,2.38402082,2.38402082,2.327337808,2.327337808,2.327337808,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41519,2.637378232,2.637378232,2.637378232,2.637378232,2.637378232,2.656450546,2.656450546,2.656450546,2.656450546,2.656450546,2.637378232,2.637378232,2.637378232,2.656450546,2.656450546,2.656450546,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41520,2.66037315,2.66037315,2.66037315,2.66037315,2.66037315,2.637204205,2.634453449,2.637204205,2.637204205,2.637204205,2.66037315,2.66037315,2.66037315,2.637204205,2.637204205,2.637204205,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41521,2.655958041,2.655958041,2.655958041,2.655958041,2.655958041,2.632466437,2.629720623,2.632466437,2.632466437,2.632466437,2.655958041,2.655958041,2.655958041,2.632466437,2.632466437,2.632466437,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41522,2.481395733,2.481395733,2.481395733,2.481395733,2.481395733,2.477772002,2.470964877,2.477772002,2.477772002,2.477772002,2.481395733,2.481395733,2.481395733,2.477772002,2.477772002,2.477772002,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41523,2.35890583,2.35890583,2.35890583,2.35890583,2.35890583,2.307899752,2.301559313,2.307899752,2.307899752,2.307899752,2.35890583,2.35890583,2.35890583,2.307899752,2.307899752,2.307899752,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41524,2.356330305,2.356330305,2.356330305,2.356330305,2.356330305,2.306215029,2.299879218,2.306215029,2.306215029,2.306215029,2.356330305,2.356330305,2.356330305,2.306215029,2.306215029,2.306215029,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41601,1.968380441,1.968380441,1.968380441,1.968380441,1.968380441,1.866060647,1.860934062,1.866060647,1.866060647,1.866060647,1.968380441,1.968380441,1.968380441,1.866060647,1.866060647,1.866060647,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41602,1.966837658,1.966837658,1.966837658,1.966837658,1.966837658,1.842317176,1.837255821,1.842317176,1.842317176,1.842317176,1.966837658,1.966837658,1.966837658,1.842317176,1.842317176,1.842317176,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41603,1.963014849,1.963014849,1.963014849,1.963014849,1.963014849,1.838004336,1.83295483,1.838004336,1.838004336,1.838004336,1.963014849,1.963014849,1.963014849,1.838004336,1.838004336,1.838004336,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41604,1.964128826,1.964128826,1.964128826,1.964128826,1.964128826,1.851541832,1.846455134,1.851541832,1.851541832,1.851541832,1.964128826,1.964128826,1.964128826,1.851541832,1.851541832,1.851541832,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41605,1.970096123,1.970096123,1.970096123,1.970096123,1.970096123,1.893346276,1.888144729,1.893346276,1.893346276,1.893346276,1.970096123,1.970096123,1.970096123,1.893346276,1.893346276,1.893346276,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41606,1.975812495,1.975812495,1.975812495,1.975812495,1.975812495,2.002571079,1.997069462,2.002571079,2.002571079,2.002571079,1.975812495,1.975812495,1.975812495,2.002571079,2.002571079,2.002571079,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41607,1.954474028,1.954474028,1.954474028,1.954474028,1.954474028,1.766147442,1.761295346,1.766147442,1.766147442,1.766147442,1.954474028,1.954474028,1.954474028,1.766147442,1.766147442,1.766147442,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41608,0.201655724,0.201655724,0.201655724,0.201655724,0.201655724,0.052719503,0.052664513,0.052719503,0.052719503,0.052719503,0.201655724,0.201655724,0.201655724,0.052719503,0.052719503,0.052719503,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41618,1.924878277,1.924878277,1.924878277,1.924878277,1.924878277,2.004635564,2.004635564,2.004635564,2.004635564,2.004635564,1.924878277,1.924878277,1.924878277,2.004635564,2.004635564,2.004635564,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41619,2.102495867,2.102495867,2.102495867,2.102495867,2.102495867,2.386847248,2.386847248,2.386847248,2.386847248,2.386847248,2.102495867,2.102495867,2.102495867,2.386847248,2.386847248,2.386847248,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41620,2.120599923,2.120599923,2.120599923,2.120599923,2.120599923,2.289059181,2.286671561,2.289059181,2.289059181,2.289059181,2.120599923,2.120599923,2.120599923,2.289059181,2.289059181,2.289059181,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41621,2.106924327,2.106924327,2.106924327,2.106924327,2.106924327,2.075686615,2.073521555,2.075686615,2.075686615,2.075686615,2.106924327,2.106924327,2.106924327,2.075686615,2.075686615,2.075686615,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41622,1.982920873,1.982920873,1.982920873,1.982920873,1.982920873,1.955766292,1.950393261,1.955766292,1.955766292,1.955766292,1.982920873,1.982920873,1.982920873,1.955766292,1.955766292,1.955766292,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41623,1.975366879,1.975366879,1.975366879,1.975366879,1.975366879,1.939795371,1.934466216,1.939795371,1.939795371,1.939795371,1.975366879,1.975366879,1.975366879,1.939795371,1.939795371,1.939795371,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41624,1.972890057,1.972890057,1.972890057,1.972890057,1.972890057,1.867153051,1.862023465,1.867153051,1.867153051,1.867153051,1.972890057,1.972890057,1.972890057,1.867153051,1.867153051,1.867153051,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41701,2.020930187,2.020930187,2.020930187,2.020930187,2.020930187,1.935304717,1.9299879,1.935304717,1.935304717,1.935304717,2.020930187,2.020930187,2.020930187,1.935304717,1.935304717,1.935304717,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41702,1.983436911,1.983436911,1.983436911,1.983436911,1.983436911,1.870811569,1.865671932,1.870811569,1.870811569,1.870811569,1.983436911,1.983436911,1.983436911,1.870811569,1.870811569,1.870811569,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41703,1.975834798,1.975834798,1.975834798,1.975834798,1.975834798,1.817738668,1.812744837,1.817738668,1.817738668,1.817738668,1.975834798,1.975834798,1.975834798,1.817738668,1.817738668,1.817738668,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41704,1.970403398,1.970403398,1.970403398,1.970403398,1.970403398,1.809884733,1.804912479,1.809884733,1.809884733,1.809884733,1.970403398,1.970403398,1.970403398,1.809884733,1.809884733,1.809884733,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41705,1.990591973,1.990591973,1.990591973,1.990591973,1.990591973,1.843659531,1.838594488,1.843659531,1.843659531,1.843659531,1.990591973,1.990591973,1.990591973,1.843659531,1.843659531,1.843659531,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41706,2.026926786,2.026926786,2.026926786,2.026926786,2.026926786,1.932006423,1.926698666,1.932006423,1.932006423,1.932006423,2.026926786,2.026926786,2.026926786,1.932006423,1.932006423,1.932006423,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41707,1.432417043,1.432417043,1.432417043,1.432417043,1.432417043,0.860796718,0.858431871,0.860796718,0.860796718,0.860796718,1.432417043,1.432417043,1.432417043,0.860796718,0.860796718,0.860796718,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41708,0.161144242,0.161144242,0.161144242,0.161144242,0.161144242,0.106225713,0.106114914,0.106225713,0.106225713,0.106225713,0.161144242,0.161144242,0.161144242,0.106225713,0.106225713,0.106225713,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,41716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
